DAY;N10D;GPRD;GPRD_ACT;GPRD_THREAT;date;GPRD_MA30;GPRD_MA7;event;var_name;var_label
20090817;672;103,52;108,11;90,18;17/08/2009;76,10;67,79;;;
20090818;761;60,94;60,75;65,15;18/08/2009;76,04;66,49;;;
20090819;809;114,65;146,95;74,91;19/08/2009;77,64;69,67;;;
20090820;888;89,53;126,44;43,43;20/08/2009;78,42;77,01;;;
20090821;903;55,03;58,51;42,71;21/08/2009;77,72;76,30;;;
20090822;948;52,41;62,70;40,68;22/08/2009;76,38;76,26;;;
20090823;565;70,36;81,83;58,50;23/08/2009;74,07;78,06;;;
20090824;696;85,67;66,43;94,98;24/08/2009;75,08;75,51;;;
20090825;745;80,04;106,39;66,55;25/08/2009;75,37;78,24;;;
20090826;828;84,01;63,81;86,49;26/08/2009;75,36;73,86;;;
20090827;879;37,69;45,08;31,34;27/08/2009;72,86;66,46;;;
20090828;922;75,45;42,98;95,60;28/08/2009;71,81;69,37;;;
20090829;904;124,59;94,98;146,26;29/08/2009;73,75;79,69;;;
20090830;558;71,24;106,53;49,36;30/08/2009;74,05;79,81;;;
20090831;662;65,05;49,88;74,90;31/08/2009;75,16;76,87;;;
20090901;787;54,72;58,75;49,00;01/09/2009;75,54;73,25;;;
20090902;821;72,63;88,49;46,97;02/09/2009;74,36;71,62;;;
20090903;906;51,19;51,03;48,64;03/09/2009;73,06;73,55;;;
20090904;924;89,63;71,48;101,36;04/09/2009;73,01;75,58;;;
20090905;942;66,81;70,11;70,18;05/09/2009;72,84;67,32;;;
20090906;581;74,12;79,58;56,89;06/09/2009;71,44;67,73;;;
20090907;629;94,80;52,50;113,86;07/09/2009;71,92;71,98;;;
20090908;767;86,38;111,94;64,64;08/09/2009;73,12;76,51;;;
20090909;899;58,96;36,73;67,41;09/09/2009;73,01;74,55;;;
20090910;1003;92,47;65,85;98,87;10/09/2009;73,76;80,45;;;
20090911;963;79,12;89,16;74,37;11/09/2009;73,32;78,95;;;
20090912;1035;70,41;76,58;63,87;12/09/2009;74,39;79,46;;;
20090913;659;55,29;70,16;33,44;13/09/2009;74,24;76,77;;;
20090914;746;71,05;70,83;59,08;14/09/2009;74,85;73,38;;;
20090915;831;91,68;103,32;72,92;15/09/2009;75,98;74,14;;;
20090916;913;83,45;115,75;54,31;16/09/2009;75,31;77,64;;;
20090917;993;63,38;86,47;44,38;17/09/2009;75,39;73,48;;;
20090918;916;173,58;173,05;168,40;18/09/2009;77,36;86,98;;;
20090919;1039;89,27;57,21;100,74;19/09/2009;77,35;89,67;;;
20090920;570;46,49;34,76;48,32;20/09/2009;77,06;88,42;;;
20090921;762;86,94;60,67;93,99;21/09/2009;78,22;90,69;;;
20090922;788;117,71;117,34;111,86;22/09/2009;79,79;94,40;;;
20090923;917;65,02;43,22;78,10;23/09/2009;79,11;91,77;;;
20090924;971;98,93;27,21;141,84;24/09/2009;79,74;96,85;;;
20090925;945;136,71;41,93;198,21;25/09/2009;81,49;91,58;;;
20090926;1054;144,57;56,40;214,30;26/09/2009;85,05;99,48;;;
20090927;578;103,16;79,99;114,37;27/09/2009;85,98;107,58;;;
20090928;765;129,90;69,07;172,83;28/09/2009;86,16;113,72;;;
20090929;844;129,52;109,56;143,60;29/09/2009;88,10;115,40;;;
20090930;913;156,01;101,28;187,05;30/09/2009;91,13;128,40;;;
20091001;1001;132,37;105,57;159,60;01/10/2009;93,72;133,18;;;
20091002;996;106,43;39,79;143,81;02/10/2009;94,85;128,85;;;
20091003;1038;76,59;76,36;79,61;03/10/2009;95,69;119,14;;;
20091004;577;68,89;57,23;76,38;04/10/2009;95,00;114,25;;;
20091005;795;116,67;74,77;131,66;05/10/2009;96,66;112,35;;;
20091006;843;102,17;86,18;111,10;06/10/2009;97,60;108,45;;;
20091007;906;87,75;80,19;79,05;07/10/2009;97,36;98,70;;;
20091008;962;89,53;68,66;103,08;08/10/2009;97,47;92,58;;;
20091009;975;71,35;94,84;39,55;09/10/2009;97,88;87,56;;;
20091010;1067;96,24;61,90;113,59;10/10/2009;98,01;90,37;;;
20091011;584;107,77;113,09;103,77;11/10/2009;98,96;95,93;;;
20091012;745;88,93;106,39;88,74;12/10/2009;99,58;91,96;;;
20091013;781;93,31;109,94;84,65;13/10/2009;100,85;90,70;;;
20091014;876;102,10;90,48;113,20;14/10/2009;101,88;92,75;;;
20091015;907;58,44;29,13;78,96;15/10/2009;100,77;88,31;;;
20091016;943;105,38;105,06;105,16;16/10/2009;101,50;93,17;;;
20091017;1058;68,88;62,43;78,11;17/10/2009;101,69;89,26;;;
20091018;561;76,76;58,87;88,38;18/10/2009;98,46;84,83;;;
20091019;757;118,15;183,22;50,94;19/10/2009;99,42;89,00;;;
20091020;857;81,17;69,36;90,00;20/10/2009;100,58;87,27;;;
20091021;911;94,54;87,00;90,71;21/10/2009;100,83;86,19;;;
20091022;957;96,92;103,52;86,35;22/10/2009;100,14;91,69;;;
20091023;1012;94,93;104,42;81,66;23/10/2009;101,14;90,19;;;
20091024;1040;95,55;114,31;95,35;24/10/2009;101,02;94,00;;;
20091025;564;76,35;105,39;78,14;25/10/2009;99,01;93,95;;;
20091026;806;82,20;98,33;68,35;26/10/2009;96,93;88,81;;;
20091027;818;89,09;72,67;101,02;27/10/2009;96,46;89,94;;;
20091028;858;115,82;153,96;89,89;28/10/2009;95,99;92,98;;;
20091029;949;69,81;111,35;23,22;29/10/2009;94,00;89,11;;;
20091030;963;79,12;82,30;68,65;30/10/2009;91,44;86,85;;;
20091031;1014;58,80;58,62;65,20;31/10/2009;88,99;81,60;;;
20091101;602;49,52;65,83;27,45;01/11/2009;87,09;77,77;;;
20091102;792;66,92;41,70;83,47;02/11/2009;86,77;75,58;;;
20091103;810;122,69;179,39;61,21;03/11/2009;88,56;80,38;;;
20091104;899;77,38;36,73;98,05;04/11/2009;87,25;74,89;;;
20091105;1001;66,19;59,38;66,04;05/11/2009;86,05;74,37;;;
20091106;1007;82,24;91,82;60,18;06/11/2009;85,87;74,82;;;
20091107;1026;71,03;103,00;37,59;07/11/2009;85,25;76,57;;;
20091108;575;46,09;45,95;38,32;08/11/2009;84,41;76,08;;;
20091109;764;95,39;129,67;50,48;09/11/2009;84,38;80,14;;;
20091110;818;93,14;64,59;101,02;10/11/2009;83,89;75,92;;;
20091111;887;112,04;148,92;80,74;11/11/2009;84,67;80,87;;;
20091112;974;68,02;47,47;73,53;12/11/2009;83,82;81,13;;;
20091113;1029;90,14;89,86;91,01;13/11/2009;83,42;82,26;;;
20091114;1087;57,90;54,69;55,75;14/11/2009;83,41;80,39;;;
20091115;556;59,58;95,03;19,82;15/11/2009;81,88;82,31;;;
20091116;787;84,18;67,14;91,00;16/11/2009;82,39;80,71;;;
20091117;863;111,31;76,53;165,97;17/11/2009;83,54;83,31;;;
20091118;931;56,93;63,85;47,34;18/11/2009;81,50;75,44;;;
20091119;950;94,15;118,19;69,59;19/11/2009;81,93;79,17;;;
20091120;946;80,54;97,74;64,06;20/11/2009;81,47;77,80;;;
20091121;1052;69,27;87,90;68,08;21/11/2009;80,54;79,42;;;
20091122;616;53,78;53,61;53,66;22/11/2009;79,17;78,59;;;
20091123;749;101,72;105,82;102,97;23/11/2009;79,38;81,10;;;
20091124;821;96,84;72,40;100,65;24/11/2009;80,06;79,03;;;
20091125;855;100,73;123,60;70,88;25/11/2009;80,68;85,29;;;
20091126;783;80,38;84,35;70,36;26/11/2009;80,39;83,32;;;
20091127;881;75,20;67,47;81,29;27/11/2009;79,03;82,56;;;
20091128;986;77,27;53,59;89,40;28/11/2009;79,28;83,70;;;
20091129;558;71,24;82,86;59,24;29/11/2009;79,02;86,20;;;
20091130;751;119,09;70,36;139,38;30/11/2009;81,03;88,68;;;
20091201;837;91,03;78,91;85,56;01/12/2009;82,41;87,85;;;
20091202;916;133,80;129,79;156,37;02/12/2009;84,64;92,57;;;
20091203;962;117,08;96,12;143,17;03/12/2009;84,46;97,82;;;
20091204;1018;91,11;84,34;108,23;04/12/2009;84,91;100,09;;;
20091205;967;82,21;102,45;51,27;05/12/2009;85,45;100,80;;;
20091206;595;44,54;66,60;55,55;06/12/2009;84,19;96,98;;;
20091207;818;101,24;72,67;127,96;07/12/2009;85,20;94,43;;;
20091208;871;98,88;144,08;75,90;08/12/2009;86,96;95,55;;;
20091209;922;68,26;78,80;53,78;09/12/2009;86,05;86,19;;;
20091210;1011;58,98;84,93;43,59;10/12/2009;84,91;77,89;;;
20091211;1007;75,66;78,71;60,18;11/12/2009;83,70;75,68;;;
20091212;957;69,23;55,21;69,08;12/12/2009;83,74;73,83;;;
20091213;571;81,22;46,27;96,48;13/12/2009;83,45;79,07;;;
20091214;766;90,81;51,73;115,07;14/12/2009;84,54;77,58;;;
20091215;867;87,88;83,80;82,60;15/12/2009;85,49;76,01;;;
20091216;921;104,30;78,88;107,67;16/12/2009;86,16;81,15;;;
20091217;911;54,54;36,25;60,47;17/12/2009;84,26;80,52;;;
20091218;891;70,64;74,13;55,65;18/12/2009;84,72;79,80;;;
20091219;967;78,79;75,13;74,06;19/12/2009;84,21;81,17;;;
20091220;540;73,61;48,92;81,61;20/12/2009;83,98;80,08;;;
20091221;666;69,63;49,59;74,45;21/12/2009;83,99;77,06;;;
20091222;706;46,92;28,07;70,23;22/12/2009;83,76;71,21;;;
20091223;722;64,23;100,63;38,15;23/12/2009;82,51;65,48;;;
20091224;661;90,21;39,97;125,02;24/12/2009;82,29;70,58;;;
20091225;326;81,29;121,56;84,49;25/12/2009;81,64;72,10;;;
20091226;425;155,89;217,57;103,70;26/12/2009;84,16;83,11;;;
20091227;537;123,37;135,29;92,33;27/12/2009;85,77;90,22;;;
20091228;583;176,14;215,25;141,74;28/12/2009;89,06;105,44;;;
20091229;615;204,68;257,75;152,28;29/12/2009;93,51;127,97;;;
20091230;686;169,01;182,93;192,73;30/12/2009;95,17;142,94;;;
20091231;747;115,30;194,52;73,75;31/12/2009;95,98;146,52;;;
20100101;546;200,21;241,93;171,53;01/01/2010;98,20;163,51;;;
20100102;812;110,15;113,87;94,98;02/01/2010;97,96;156,98;;;
20100103;507;91,47;104,22;86,93;03/01/2010;97,98;152,42;;;
20100104;692;177,12;190,89;214,95;04/01/2010;101,14;152,56;;;
20100105;757;122,53;148,32;123,72;05/01/2010;103,74;140,83;;;
20100106;820;161,59;177,20;161,24;06/01/2010;105,75;139,77;;;
20100107;907;102,26;116,51;91,11;07/01/2010;105,86;137,90;;;
20100108;901;110,30;117,29;110,06;08/01/2010;107,26;125,06;;;
20100109;967;51,38;47,81;56,97;09/01/2010;107,01;116,66;;;
20100110;517;76,89;114,98;42,62;10/01/2010;107,05;114,58;;;
20100111;698;71,19;66,24;71,03;11/01/2010;107,12;99,45;;;
20100112;815;117,87;97,25;135,19;12/01/2010;108,34;98,78;;;
20100113;924;121,89;157,26;119,24;13/01/2010;109,38;93,11;;;
20100114;925;82,37;57,12;95,29;14/01/2010;109,19;90,27;;;
20100115;945;80,62;132,79;29,15;15/01/2010;108,40;86,03;;;
20100116;1068;40,32;49,47;25,79;16/01/2010;107,93;84,45;;;
20100117;548;48,36;24,10;60,32;17/01/2010;107,19;80,37;;;
20100118;692;71,80;76,36;55,73;18/01/2010;106,95;80,46;;;
20100119;928;96,38;106,76;89,05;19/01/2010;107,71;77,39;;;
20100120;978;84,68;87,79;73,23;20/01/2010;108,21;72,08;;;
20100121;1009;91,92;130,92;60,06;21/01/2010;109,71;73,44;;;
20100122;986;50,39;40,19;50,29;22/01/2010;109,25;69,12;;;
20100123;1178;81,55;95,31;88,85;23/01/2010;108,96;75,01;;;
20100124;541;55,11;73,25;40,73;24/01/2010;108,09;75,98;;;
20100125;802;119,78;148,24;89,30;25/01/2010;106,89;82,83;;;
20100126;913;90,71;94,04;72,41;26/01/2010;105,80;82,02;;;
20100127;1019;65,02;71,30;59,47;27/01/2010;102,09;79,21;;;
20100128;1013;114,45;104,32;119,64;28/01/2010;99,09;82,43;;;
20100129;1043;63,52;56,99;73,95;29/01/2010;95,57;84,30;;;
20100130;1178;78,74;78,49;79,50;30/01/2010;94,35;83,90;;;
20100131;541;73,48;61,04;81,46;31/01/2010;90,13;86,53;;;
20100201;783;143,84;67,48;189,97;01/02/2010;91,25;89,96;;;
20100202;897;96,02;110,45;79,84;02/02/2010;91,40;90,72;;;
20100203;964;113,40;82,22;142,87;03/02/2010;89,28;97,63;;;
20100204;1024;129,40;122,55;145,26;04/02/2010;89,51;99,77;;;
20100205;1007;92,11;85,26;93,00;05/02/2010;87,19;103,85;;;
20100206;1160;62,82;62,63;61,74;06/02/2010;85,88;101,58;;;
20100207;546;54,60;48,39;60,54;07/02/2010;84,02;98,88;;;
20100208;805;78,18;82,05;82,12;08/02/2010;84,91;89,50;;;
20100209;881;67,68;97,46;62,53;09/02/2010;84,61;85,46;;;
20100210;950;108,09;111,24;92,78;10/02/2010;85,84;84,70;;;
20100211;1026;96,86;115,87;69,80;11/02/2010;85,14;80,05;;;
20100212;1029;77,26;89,86;64,24;12/02/2010;83,65;77,93;;;
20100213;1276;46,73;36,23;60,44;13/02/2010;82,46;75,63;;;
20100214;647;40,96;71,46;8,51;14/02/2010;81,14;73,68;;;
20100215;778;85,16;118,85;63,73;15/02/2010;82,63;74,68;;;
20100216;899;128,97;146,94;116,43;16/02/2010;85,32;83,43;;;
20100217;1004;75,89;85,52;71,33;17/02/2010;85,46;78,83;;;
20100218;1105;62,95;47,82;69,80;18/02/2010;84,34;73,99;;;
20100219;1051;119,77;50,27;162,49;19/02/2010;85,51;80,06;;;
20100220;1247;58,44;68,85;44,18;20/02/2010;84,40;81,73;;;
20100221;609;76,15;75,92;81,41;21/02/2010;85,25;86,76;;;
20100222;856;61,92;54,01;64,36;22/02/2010;84,60;83,44;;;
20100223;923;86,13;121,65;53,72;23/02/2010;85,63;77,32;;;
20100224;1005;88,99;78,86;98,67;24/02/2010;84,61;79,19;;;
20100225;1033;60,93;38,36;74,66;25/02/2010;83,62;78,91;;;
20100226;1068;80,64;92,76;56,74;26/02/2010;84,14;73,32;;;
20100227;1251;45,01;52,80;44,04;27/02/2010;81,82;71,40;;;
20100228;626;42,33;52,75;26,40;28/02/2010;81,12;66,57;;;
20100301;854;62,06;77,34;64,51;01/03/2010;80,56;66,59;;;
20100302;923;78,96;100,18;53,72;02/03/2010;80,74;65,56;;;
20100303;936;63,70;35,28;76,51;03/03/2010;78,07;61,95;;;
20100304;1019;81,27;71,30;81,09;04/03/2010;77,58;64,85;;;
20100305;1001;86,04;72,58;88,06;05/03/2010;76,67;65,63;;;
20100306;1208;82,27;92,95;77,53;06/03/2010;75,10;70,95;;;
20100307;532;56,04;86,90;31,07;07/03/2010;73,89;72,91;;;
20100308;838;126,49;126,10;105,18;08/03/2010;76,02;82,11;;;
20100309;897;88,63;73,63;98,27;09/03/2010;77,15;83,49;;;
20100310;927;85,76;99,75;59,43;10/03/2010;77,40;86,64;;;
20100311;1031;93,18;83,28;90,84;11/03/2010;78,25;88,34;;;
20100312;1046;85,51;82,09;73,73;12/03/2010;77,50;88,27;;;
20100313;1176;50,70;67,40;32,79;13/03/2010;75,96;83,76;;;
20100314;559;35,56;11,82;59,13;14/03/2010;74,57;80,83;;;
20100315;846;105,72;101,49;110,70;15/03/2010;76,54;77,86;;;
20100316;889;59,62;59,44;49,57;16/03/2010;77,16;73,72;;;
20100317;911;76,36;65,25;72,57;17/03/2010;76,87;72,38;;;
20100318;1009;85,36;91,64;65,52;18/03/2010;75,41;71,26;;;
20100319;1062;81,10;55,97;88,19;19/03/2010;75,59;70,63;;;
20100320;1167;45,42;39,62;42,49;20/03/2010;75,00;69,88;;;
20100321;547;36,34;24,15;40,29;21/03/2010;72,22;69,99;;;
20100322;776;59,76;25,53;85,19;22/03/2010;72,27;63,42;;;
20100323;857;81,17;123,31;77,14;23/03/2010;72,43;66,50;;;
20100324;905;62,23;58,38;60,87;24/03/2010;72,44;64,48;;;
20100325;1048;53,73;18,91;73,59;25/03/2010;71,36;59,96;;;
20100326;1064;59,15;49,66;62,13;26/03/2010;70,37;56,83;;;
20100327;1212;71,06;32,70;95,45;27/03/2010;70,71;60,49;;;
20100328;550;36,14;0,00;60,10;28/03/2010;69,22;60,46;;;
20100329;816;60,89;56,66;81,01;29/03/2010;69,75;60,63;;;
20100330;937;137,88;155,07;141,11;30/03/2010;72,94;68,73;;;
20100331;948;66,39;48,77;81,36;31/03/2010;73,08;69,32;;;
20100401;1014;91,47;91,19;97,79;01/04/2010;73,50;74,71;;;
20100402;845;121,53;125,06;136,91;02/04/2010;75,43;83,62;;;
20100403;1036;99,12;121,13;69,13;03/04/2010;76,02;87,63;;;
20100404;491;94,45;67,26;112,20;04/04/2010;76,30;95,96;;;
20100405;796;91,55;91,27;76,13;05/04/2010;76,61;100,34;;;
20100406;797;112,22;99,44;103,68;06/04/2010;78,48;96,68;;;
20100407;935;138,17;113,02;147,30;07/04/2010;78,87;106,93;;;
20100408;974;139,44;101,72;164,03;08/04/2010;80,57;113,78;;;
20100409;1008;164,31;144,15;191,28;09/04/2010;83,18;119,90;;;
20100410;1143;69,56;34,67;86,76;10/04/2010;82,40;115,67;;;
20100411;565;46,90;23,38;58,50;11/04/2010;81,11;108,88;;;
20100412;821;121,04;80,45;161,04;12/04/2010;83,45;113,09;;;
20100413;923;132,79;100,18;161,15;13/04/2010;86,70;116,03;;;
20100414;987;97,33;100,38;106,05;14/04/2010;86,42;110,20;;;
20100415;1030;115,78;96,19;139,06;15/04/2010;88,29;106,82;;;
20100416;1030;67,54;83,36;58,83;16/04/2010;87,99;92,99;;;
20100417;1167;45,42;56,60;33,04;17/04/2010;86,66;89,54;;;
20100418;546;66,74;60,48;60,54;18/04/2010;86,18;92,38;;;
20100419;809;110,56;81,64;136,19;19/04/2010;88,36;90,88;;;
20100420;883;123,80;112,20;112,30;20/04/2010;91,27;89,59;;;
20100421;997;59,81;59,62;66,31;21/04/2010;91,27;84,23;;;
20100422;958;58,78;48,26;57,51;22/04/2010;90,53;76,09;;;
20100423;1018;84,60;64,88;97,41;23/04/2010;91,27;78,53;;;
20100424;1172;65,01;67,63;56,41;24/04/2010;91,65;81,33;;;
20100425;532;49,81;37,24;72,49;25/04/2010;91,34;78,91;;;
20100426;827;72,10;79,86;59,95;26/04/2010;91,37;73,42;;;
20100427;858;69,49;100,07;32,10;27/04/2010;92,48;65,66;;;
20100428;905;43,92;51,09;30,44;28/04/2010;91,92;63,39;;;
20100429;1003;62,75;59,26;54,93;29/04/2010;89,41;63,96;;;
20100430;1085;42,74;36,52;45,70;30/04/2010;88,62;57,98;;;
20100501;1173;31,06;50,68;14,09;01/05/2010;86,61;53,13;;;
20100502;574;23,08;23,01;19,20;02/05/2010;83,33;49,31;;;
20100503;809;147,41;163,28;115,76;03/05/2010;84,94;60,07;;;
20100504;870;129,46;136,65;107,65;04/05/2010;86,11;68,63;;;
20100505;942;84,40;84,14;87,72;05/05/2010;85,87;74,41;;;
20100506;1006;69,15;72,22;71,19;06/05/2010;84,43;75,33;;;
20100507;1166;76,71;101,96;42,52;07/05/2010;82,38;80,18;;;
20100508;1222;51,50;43,24;49,59;08/05/2010;79,45;83,10;;;
20100509;558;59,37;71,02;49,36;09/05/2010;75,95;88,28;;;
20100510;821;76,66;96,54;67,10;10/05/2010;76,19;78,18;;;
20100511;873;91,07;121,05;50,48;11/05/2010;77,66;72,69;;;
20100512;995;46,61;46,47;44,29;12/05/2010;75,18;67,29;;;
20100513;990;53,54;33,36;61,21;13/05/2010;72,54;65,06;;;
20100514;1050;100,95;125,80;99,69;14/05/2010;72,66;68,53;;;
20100515;1230;78,10;64,44;85,10;15/05/2010;71,40;72,33;;;
20100516;519;70,21;50,90;74,30;16/05/2010;71,49;73,88;;;
20100517;792;125,48;125,09;132,16;17/05/2010;74,16;80,85;;;
20100518;930;135,35;106,53;154,02;18/05/2010;76,45;87,18;;;
20100519;1032;157,28;147,20;144,13;19/05/2010;78,01;102,99;;;
20100520;1010;114,79;124,25;92,73;20/05/2010;77,71;111,74;;;
20100521;1027;132,24;102,90;150,20;21/05/2010;80,12;116,21;;;
20100522;1202;104,72;87,92;114,58;22/05/2010;81,65;120,01;;;
20100523;561;59,05;70,64;68,74;23/05/2010;80,80;118,42;;;
20100524;797;95,59;82,87;96,77;24/05/2010;81,82;114,15;;;
20100525;895;99,93;81,18;123,11;25/05/2010;83,49;109,09;;;
20100526;929;110,54;78,20;142,32;26/05/2010;84,77;102,41;;;
20100527;971;81,88;54,42;96,45;27/05/2010;85,18;97,71;;;
20100528;1028;90,23;70,67;101,82;28/05/2010;86,73;91,71;;;
20100529;1194;74,91;49,78;92,28;29/05/2010;87,13;87,45;;;
20100530;556;29,79;35,64;19,82;30/05/2010;86,70;83,27;;;
20100531;694;100,24;76,14;127,01;31/05/2010;89,01;83,93;;;
20100601;800;165,63;148,61;206,59;01/06/2010;93,76;93,31;;;
20100602;947;181,89;76,72;273,41;02/06/2010;94,91;103,51;;;
20100603;1009;131,32;72,00;174,72;03/06/2010;94,97;110,57;;;
20100604;1016;97,81;32,50;140,98;04/06/2010;95,42;111,66;;;
20100605;1256;92,31;52,59;114,04;05/06/2010;96,19;114,14;;;
20100606;549;66,37;12,03;100,35;06/06/2010;95,85;119,37;;;
20100607;838;150,21;102,46;177,50;07/06/2010;99,14;126,51;;;
20100608;875;117,36;75,48;132,22;08/06/2010;101,07;119,61;;;
20100609;989;73,69;26,71;100,27;09/06/2010;100,97;104,15;;;
20100610;1036;147,08;82,88;186,12;10/06/2010;102,84;106,40;;;
20100611;1083;100,94;103,68;91,56;11/06/2010;104,65;106,85;;;
20100612;1226;35,13;32,32;35,95;12/06/2010;104,03;98,68;;;
20100613;533;93,22;99,13;82,69;13/06/2010;103,78;102,52;;;
20100614;838;90,92;47,29;118,33;14/06/2010;104,20;94,05;;;
20100615;930;103,30;63,92;118,47;15/06/2010;105,31;92,04;;;
20100616;969;88,88;61,34;96,65;16/06/2010;104,09;94,21;;;
20100617;1040;89,18;101,61;63,57;17/06/2010;102,55;85,94;;;
20100618;1002;119,01;92,28;126,45;18/06/2010;101,27;88,52;;;
20100619;1198;49,77;38,59;55,18;19/06/2010;99,10;90,61;;;
20100620;537;67,86;86,10;51,29;20/06/2010;96,96;86,99;;;
20100621;814;89,53;64,91;108,29;21/06/2010;96,45;86,79;;;
20100622;934;131,23;127,29;147,46;22/06/2010;98,86;90,78;;;
20100623;1083;82,58;67,08;81,39;23/06/2010;98,42;89,88;;;
20100624;1039;89,27;76,28;100,74;24/06/2010;98,07;89,89;;;
20100625;1108;59,79;71,53;39,78;25/06/2010;96,38;81,43;;;
20100626;1207;57,63;32,83;68,46;26/06/2010;95,57;82,56;;;
20100627;535;30,96;12,35;41,19;27/06/2010;93,59;77,29;;;
20100628;810;77,70;65,23;88,42;28/06/2010;93,69;75,60;;;
20100629;964;113,40;68,51;148,58;29/06/2010;96,47;73,05;;;
20100630;962;96,42;96,12;85,90;30/06/2010;96,35;75,02;;;
20100701;984;94,26;80,55;95,18;01/07/2010;93,97;75,74;;;
20100702;983;64,03;47,03;84,06;02/07/2010;90,04;76,34;;;
20100703;1101;45,13;77,99;40,03;03/07/2010;87,17;74,56;;;
20100704;546;30,33;36,29;20,18;04/07/2010;84,92;74,47;;;
20100705;675;39,26;39,14;32,65;05/07/2010;83,15;68,98;;;
20100706;834;111,21;47,52;145,32;06/07/2010;84,64;68,66;;;
20100707;883;93,79;89,76;81,11;07/07/2010;82,76;68,29;;;
20100708;946;140,07;153,60;128,12;08/07/2010;83,52;74,83;;;
20100709;995;66,58;92,93;44,29;09/07/2010;83,28;75,20;;;
20100710;1133;64,32;81,61;38,90;10/07/2010;80,52;77,94;;;
20100711;550;54,21;48,03;50,08;11/07/2010;78,97;81,35;;;
20100712;800;28,98;33,02;27,55;12/07/2010;78,76;79,88;;;
20100713;828;140,02;143,58;146,37;13/07/2010;80,32;84,00;;;
20100714;899;158,44;132,24;177,71;14/07/2010;82,57;93,23;;;
20100715;935;124,00;120,09;117,84;15/07/2010;83,26;90,94;;;
20100716;1011;45,87;52,26;38,14;16/07/2010;81,83;87,98;;;
20100717;1186;36,31;38,98;46,45;17/07/2010;80,07;83,98;;;
20100718;525;50,48;62,90;31,48;18/07/2010;77,78;83,44;;;
20100719;786;71,65;58,82;77,10;19/07/2010;78,51;89,54;;;
20100720;860;88,59;84,48;89,68;20/07/2010;79,20;82,19;;;
20100721;931;99,63;120,60;100,59;21/07/2010;79,54;73,79;;;
20100722;905;65,89;65,68;66,96;22/07/2010;77,36;65,49;;;
20100723;1033;73,76;76,72;69,33;23/07/2010;77,07;69,47;;;
20100724;1084;51,95;30,46;66,07;24/07/2010;75,82;71,70;;;
20100725;536;61,80;61,61;61,67;25/07/2010;75,89;73,32;;;
20100726;774;132,67;145,07;113,88;26/07/2010;78,39;82,04;;;
20100727;866;99,45;122,03;76,34;27/07/2010;80,67;83,59;;;
20100728;897;103,40;73,63;135,12;28/07/2010;81,53;84,13;;;
20100729;917;65,02;86,43;54,07;29/07/2010;79,92;84,01;;;
20100730;972;74,98;108,72;56,68;30/07/2010;79,20;84,18;;;
20100731;1129;85,09;122,85;53,68;31/07/2010;78,90;88,92;;;
20100801;514;90,23;115,65;75,03;01/08/2010;79,77;92,98;;;
20100802;759;117,84;95,72;145,16;02/08/2010;82,19;90,86;;;
20100803;824;112,56;112,22;93,60;03/08/2010;84,93;92,73;;;
20100804;865;99,57;106,90;108,27;04/08/2010;86,95;92,18;;;
20100805;969;85,46;115,87;68,22;05/08/2010;86,09;95,10;;;
20100806;973;64,69;54,30;62,28;06/08/2010;85,12;93,63;;;
20100807;1073;52,48;61,55;41,07;07/08/2010;82,20;88,98;;;
20100808;504;85,44;52,42;98,38;08/08/2010;82,83;88,29;;;
20100809;759;48,01;34,81;58,07;09/08/2010;82,28;78,32;;;
20100810;859;77,13;46,13;89,79;10/08/2010;83,05;73,25;;;
20100811;862;69,17;61,30;70,30;11/08/2010;84,39;68,91;;;
20100812;871;83,67;68,25;88,55;12/08/2010;82,51;68,66;;;
20100813;918;54,13;71,95;30,01;13/08/2010;79,03;67,15;;;
20100814;1142;46,41;23,13;57,89;14/08/2010;76,44;66,28;;;
20100815;481;61,98;41,19;68,72;15/08/2010;76,98;62,93;;;
20100816;742;66,97;35,61;81,67;16/08/2010;78,00;65,64;;;
20100817;792;83,65;33,36;111,29;17/08/2010;79,11;66,57;;;
20100818;852;108,86;155,04;51,73;18/08/2010;80,35;72,24;;;
20100819;929;96,27;92,42;83,02;19/08/2010;80,61;74,04;;;
20100820;923;57,42;64,40;41,78;20/08/2010;79,20;74,51;;;
20100821;1072;80,34;80,09;77,08;21/08/2010;79,68;79,36;;;
20100822;557;71,37;59,29;69,23;22/08/2010;79,60;80,70;;;
20100823;736;76,51;80,76;74,85;23/08/2010;80,42;82,06;;;
20100824;818;105,29;177,63;47,14;24/08/2010;81,87;85,15;;;
20100825;885;97,32;134,33;74,70;25/08/2010;80,69;83,50;;;
20100826;868;83,96;91,31;76,16;26/08/2010;80,17;81,74;;;
20100827;940;95,15;112,42;99,63;27/08/2010;79,90;87,13;;;
20100828;1105;71,95;89,66;59,83;28/08/2010;80,13;85,93;;;
20100829;502;65,99;118,41;21,95;29/08/2010;79,83;85,17;;;
20100830;751;97,04;114,33;73,36;30/08/2010;80,23;88,10;;;
20100831;780;123,16;127,01;98,88;31/08/2010;81,33;90,65;;;
20100901;874;94,75;128,47;69,34;01/09/2010;80,56;90,28;;;
20100902;928;60,68;85,41;35,62;02/09/2010;78,83;86,96;;;
20100903;1020;81,19;64,75;81,01;03/09/2010;78,21;84,97;;;
20100904;1124;56,00;58,76;53,91;04/09/2010;77,23;82,69;;;
