DAY;N10D;GPRD;GPRD_ACT;GPRD_THREAT;date;GPRD_MA30;GPRD_MA7;event;var_name;var_label
19870511;445;52,11;59,37;61,90;11/05/1987;112,22;96,83;;;
19870512;509;78,10;64,88;86,59;12/05/1987;111,79;86,60;;;
19870513;510;90,93;90,65;86,42;13/05/1987;109,64;84,12;;;
19870514;591;67,26;44,70;74,57;14/05/1987;107,79;79,49;;;
19870515;589;84,36;78,49;74,83;15/05/1987;106,26;78,35;;;
19870516;420;102,53;78,63;104,93;16/05/1987;106,91;79,95;;;
19870517;660;95,36;110,08;100,16;17/05/1987;104,98;81,52;;;
19870518;448;133,09;162,17;110,67;18/05/1987;105,05;93,09;;;
19870519;499;185,88;198,54;198,72;19/05/1987;106,94;108,49;;;
19870520;527;106,86;125,33;104,54;20/05/1987;106,02;110,76;;;
19870521;641;77,52;72,13;68,76;21/05/1987;104,66;112,23;;;
19870522;575;132,50;114,87;134,13;22/05/1987;104,57;119,11;;;
19870523;397;125,16;116,46;124,89;23/05/1987;104,75;122,34;;;
19870524;538;104,67;98,21;102,40;24/05/1987;105,44;123,67;;;
19870525;340;87,69;58,28;97,22;25/05/1987;103,03;117,18;;;
19870526;442;82,44;74,71;87,25;26/05/1987;102,61;102,40;;;
19870527;494;134,11;147,07;100,37;27/05/1987;102,53;106,30;;;
19870528;567;134,37;93,19;165,17;28/05/1987;100,89;114,42;;;
19870529;560;141,97;141,53;137,73;29/05/1987;103,27;115,77;;;
19870530;419;94,87;94,58;78,89;30/05/1987;103,73;111,45;;;
19870531;596;61,14;55,41;73,95;31/05/1987;102,83;105,23;;;
19870601;438;128,57;150,79;100,62;01/06/1987;104,91;111,07;;;
19870602;500;112,63;132,09;99,16;02/06/1987;104,41;115,38;;;
19870603;543;128,11;121,63;131,89;03/06/1987;105,60;114,52;;;
19870604;582;130,91;113,48;151,45;04/06/1987;104,97;114,03;;;
19870605;579;91,54;91,26;104,66;05/06/1987;104,41;106,82;;;
19870606;416;127,41;111,14;145,67;06/06/1987;105,34;111,47;;;
19870607;637;104,01;82,95;121,08;07/06/1987;105,73;117,60;;;
19870608;412;160,80;112,22;187,20;08/06/1987;108,04;122,20;;;
19870609;518;102,32;102,00;85,08;09/06/1987;108,64;120,73;;;
19870610;533;68,36;37,17;93,02;10/06/1987;109,18;112,19;;;
19870611;588;90,14;11,23;149,90;11/06/1987;109,58;106,37;;;
19870612;591;100,89;111,76;83,89;12/06/1987;109,92;107,70;;;
19870613;377;70,29;35,04;87,68;13/06/1987;110,02;99,54;;;
19870614;559;59,26;59,08;68,99;14/06/1987;109,18;93,15;;;
19870615;425;85,74;93,24;64,81;15/06/1987;108,62;82,43;;;
19870616;513;71,03;51,50;75,17;16/06/1987;107,81;77,96;;;
19870617;542;61,12;85,30;40,66;17/06/1987;105,41;76,92;;;
19870618;555;101,47;107,10;99,26;18/06/1987;102,60;78,54;;;
19870619;601;60,63;65,94;45,83;19/06/1987;101,06;72,79;;;
19870620;400;124,22;49,54;165,27;20/06/1987;102,61;80,49;;;
19870621;541;97,97;85,46;112,01;21/06/1987;101,46;86,02;;;
19870622;419;158,12;157,63;157,78;22/06/1987;102,56;96,36;;;
19870623;495;93,69;80,06;89,03;23/06/1987;102,19;99,60;;;
19870624;535;123,83;24,69;185,35;24/06/1987;103,40;108,56;;;
19870625;585;67,95;67,74;65,92;25/06/1987;102,92;103,77;;;
19870626;589;61,86;89,71;37,41;26/06/1987;100,51;103,95;;;
19870627;392;152,11;151,64;140,54;27/06/1987;101,10;107,93;;;
19870628;582;56,92;22,70;85,19;28/06/1987;98,26;102,07;;;
19870629;432;92,02;107,02;89,27;29/06/1987;98,17;92,63;;;
19870630;508;58,69;39,00;75,91;30/06/1987;98,09;87,63;;;
19870701;494;100,58;133,70;78,06;01/07/1987;97,15;84,30;;;
19870702;585;84,94;45,16;113,01;02/07/1987;96,23;86,73;;;
19870703;528;94,11;50,04;125,20;03/07/1987;95,10;91,34;;;
19870704;341;87,43;77,47;96,93;04/07/1987;93,65;82,10;;;
19870705;513;103,32;64,37;118,13;05/07/1987;94,04;88,73;;;
19870706;385;94,64;102,93;85,85;06/07/1987;92,95;89,10;;;
19870707;468;99,09;141,13;70,63;07/07/1987;92,78;94,87;;;
19870708;496;80,14;93,21;77,75;08/07/1987;90,10;91,95;;;
19870709;566;99,49;93,35;97,33;09/07/1987;90,00;94,03;;;
19870710;534;111,66;86,58;134,11;10/07/1987;91,44;96,54;;;
19870711;388;93,91;136,18;56,79;11/07/1987;91,57;97,47;;;
19870712;567;70,11;69,89;68,01;12/07/1987;90,54;92,72;;;
19870713;440;82,81;120,09;75,12;13/07/1987;90,96;91,03;;;
19870714;496;46,75;13,32;77,75;14/07/1987;90,54;83,55;;;
19870715;540;98,15;85,62;91,82;15/07/1987;90,96;86,13;;;
19870716;573;52,03;23,05;67,30;16/07/1987;90,33;79,35;;;
19870717;537;178,89;98,39;225,69;17/07/1987;94,25;88,95;;;
19870718;367;171,50;107,98;225,16;18/07/1987;96,59;100,03;;;
19870719;577;63,15;80,13;57,29;19/07/1987;96,67;99,04;;;
19870720;404;90,19;114,44;81,82;20/07/1987;95,54;100,09;;;
19870721;482;96,22;95,92;125,72;21/07/1987;95,48;107,16;;;
19870722;498;179,60;159,15;221,25;22/07/1987;96,19;118,80;;;
19870723;516;102,72;102,40;96,09;23/07/1987;96,49;126,04;;;
19870724;543;176,91;170,29;192,76;24/07/1987;98,26;125,75;;;
19870725;382;104,06;17,29;173,06;25/07/1987;99,47;116,12;;;
19870726;574;51,94;57,53;57,59;26/07/1987;99,14;114,52;;;
19870727;403;90,42;81,94;136,70;27/07/1987;97,08;114,55;;;
19870728;481;172,17;260,89;103,08;28/07/1987;100,92;125,40;;;
19870729;547;102,95;60,37;120,86;29/07/1987;101,29;114,45;;;
19870730;562;58,94;58,76;58,82;30/07/1987;101,29;108,20;;;
19870731;593;111,72;55,69;139,35;31/07/1987;101,67;98,89;;;
19870801;383;121,09;68,98;172,61;01/08/1987;102,87;101,32;;;
19870802;591;84,08;89,40;102,54;02/08/1987;102,54;105,91;;;
19870803;419;142,31;126,10;170,92;03/08/1987;104,37;113,32;;;
19870804;463;128,78;114,12;142,78;04/08/1987;105,21;107,12;;;
19870805;500;165,63;158,51;165,27;05/08/1987;107,58;116,08;;;
19870806;528;119,20;112,58;146,07;06/08/1987;108,25;124,69;;;
19870807;542;122,23;158,42;101,64;07/08/1987;109,65;126,19;;;
19870808;385;111,85;51,47;171,71;08/08/1987;110,07;124,87;;;
19870809;595;55,67;66,60;37,04;09/08/1987;108,20;120,81;;;
19870810;427;77,58;92,81;90,31;10/08/1987;107,65;111,56;;;
19870811;474;146,76;167,21;127,85;11/08/1987;110,21;114,13;;;
19870812;488;115,40;108,27;124,18;12/08/1987;111,30;106,96;;;
19870813;558;35,62;11,84;49,36;13/08/1987;110,93;95,02;;;
19870814;559;88,89;47,26;118,26;14/08/1987;110,62;90,25;;;
19870815;352;75,29;93,82;62,60;15/08/1987;111,39;85,03;;;
19870816;566;128,76;140,03;126,53;16/08/1987;109,72;95,47;;;
19870817;433;61,20;30,51;76,34;17/08/1987;106,04;93,13;;;
19870818;497;79,98;79,74;99,76;18/08/1987;106,60;83,59;;;
19870819;518;51,16;51,00;53,18;19/08/1987;105,30;74,41;;;
19870820;539;36,87;24,51;40,88;20/08/1987;103,33;74,59;;;
19870821;541;73,48;48,83;91,65;21/08/1987;99,79;72,39;;;
19870822;399;99,63;49,66;138,07;22/08/1987;99,69;75,87;;;
19870823;573;98,28;69,16;124,99;23/08/1987;97,06;71,51;;;
19870824;426;101,09;46,51;168,12;24/08/1987;96,97;77,21;;;
19870825;460;115,22;100,51;107,78;25/08/1987;99,07;82,25;;;
19870826;471;105,50;42,07;152,05;26/08/1987;99,58;90,01;;;
19870827;528;138,02;87,56;177,37;27/08/1987;98,44;104,46;;;
19870828;557;136,78;118,58;168,14;28/08/1987;99,57;113,50;;;
19870829;384;172,53;206,40;200,85;29/08/1987;103,35;123,92;;;
19870830;577;114,82;137,36;133,67;30/08/1987;103,46;126,28;;;
19870831;416;103,52;127,01;79,46;31/08/1987;102,87;126,63;;;
19870901;487;108,83;108,50;113,12;01/09/1987;103,70;125,71;;;
19870902;507;124,14;104,22;141,26;02/09/1987;103,09;128,38;;;
19870903;571;87,02;104,10;125,42;03/09/1987;101,70;121,09;;;
19870904;564;111,59;105,39;136,75;04/09/1987;99,90;117,49;;;
19870905;388;119,53;102,14;127,79;05/09/1987;99,91;109,92;;;
19870906;581;102,63;113,68;85,34;06/09/1987;99,25;108,18;;;
19870907;364;172,91;199,59;151,35;07/09/1987;101,29;118,09;;;
19870908;471;77,36;42,07;93,57;08/09/1987;102,01;113,60;;;
19870909;513;103,32;77,25;118,13;09/09/1987;102,87;110,62;;;
19870910;586;101,75;67,63;122,21;10/09/1987;101,37;112,73;;;
19870911;606;87,46;76,29;109,09;11/09/1987;100,44;109,28;;;
19870912;395;167,72;167,21;167,36;12/09/1987;104,84;116,16;;;
19870913;666;64,66;49,59;74,45;13/09/1987;104,03;110,74;;;
19870914;468;106,17;56,45;141,26;14/09/1987;105,06;101,21;;;
19870915;522;101,53;75,92;116,09;15/09/1987;104,16;104,66;;;
19870916;551;138,27;83,91;189,97;16/09/1987;106,73;109,65;;;
19870917;672;128,16;98,28;163,96;17/09/1987;108,33;113,43;;;
19870918;621;122,69;85,09;150,81;18/09/1987;110,72;118,46;;;
19870919;393;219,15;201,67;280,36;19/09/1987;116,79;125,81;;;
19870920;639;77,76;20,67;129,32;20/09/1987;116,94;127,68;;;
19870921;438;143,70;120,63;138,35;21/09/1987;118,40;133,04;;;
19870922;537;135,71;73,80;174,40;22/09/1987;119,65;137,92;;;
19870923;575;161,31;149,32;172,46;23/09/1987;121,66;141,21;;;
19870924;622;143,79;116,80;194,85;24/09/1987;122,61;143,44;;;
19870925;560;147,88;106,15;196,75;25/09/1987;124,02;147,04;;;
19870926;373;222,02;141,66;310,16;26/09/1987;126,82;147,45;;;
19870927;625;143,10;158,51;114,59;27/09/1987;127,03;156,79;;;
19870928;468;92,02;112,90;82,40;28/09/1987;124,35;149,40;;;
19870929;518;166,27;102,00;202,07;29/09/1987;126,07;153,77;;;
19870930;529;137,76;112,37;166,62;30/09/1987;127,21;150,41;;;
19871001;635;99,12;52,01;130,13;01/10/1987;126,88;144,02;;;
19871002;572;81,08;46,19;115,57;02/10/1987;125,45;134,48;;;
19871003;370;125,34;142,81;104,22;03/10/1987;126,73;120,67;;;
19871004;648;81,79;50,96;102,02;04/10/1987;125,73;111,91;;;
19871005;455;43,68;29,03;48,43;05/10/1987;123,20;105,01;;;
19871006;520;89,18;114,31;74,16;06/10/1987;122,76;93,99;;;
19871007;513;109,77;115,87;107,39;07/10/1987;120,65;90,00;;;
19871008;608;92,62;108,63;72,49;08/10/1987;121,16;89,07;;;
19871009;521;76,30;88,74;63,44;09/10/1987;120,26;88,38;;;
19871010;396;175,67;166,79;166,94;10/10/1987;122,72;95,57;;;
19871011;675;88,34;78,28;89,78;11/10/1987;122,75;96,51;;;
19871012;436;144,36;196,93;113,72;12/10/1987;121,97;110,89;;;
19871013;473;98,05;83,78;104,82;13/10/1987;123,09;112,16;;;
19871014;530;106,25;87,23;114,34;14/10/1987;123,09;111,65;;;
19871015;617;85,90;74,93;89,29;15/10/1987;122,57;110,69;;;
19871016;557;95,15;83,00;89,01;16/10/1987;121,13;113,39;;;
19871017;422;141,29;140,86;130,55;17/10/1987;121,57;108,48;;;
19871018;665;104,61;69,52;132,55;18/10/1987;120,97;110,80;;;
19871019;466;120,84;99,21;130,04;19/10/1987;117,69;107,44;;;
19871020;538;135,46;135,04;163,84;20/10/1987;119,61;112,79;;;
19871021;539;79,89;73,52;91,99;21/10/1987;117,49;109,02;;;
19871022;612;135,32;161,88;126,02;22/10/1987;117,47;116,08;;;
19871023;591;128,92;111,76;149,14;23/10/1987;116,39;120,90;;;
19871024;408;129,90;97,13;135,02;24/10/1987;115,93;119,28;;;
19871025;692;86,17;85,90;103,49;25/10/1987;113,87;116,64;;;
19871026;463;64,39;42,80;83,29;26/10/1987;108,62;108,58;;;
19871027;525;94,64;88,06;94,44;27/10/1987;107,00;102,75;;;
19871028;554;95,67;47,69;139,22;28/10/1987;107,12;105,00;;;
19871029;621;101,35;53,18;141,94;29/10/1987;104,96;100,15;;;
19871030;611;65,06;64,86;54,10;30/10/1987;102,54;91,03;;;
19871031;431;92,23;76,62;102,26;31/10/1987;102,31;85,64;;;
19871101;681;97,29;48,49;137,52;01/11/1987;102,85;87,23;;;
19871102;493;80,63;80,38;100,57;02/11/1987;101,36;89,55;;;
19871103;511;97,24;25,85;161,71;03/11/1987;101,87;89,92;;;
19871104;570;81,36;34,76;115,98;04/11/1987;103,13;87,88;;;
19871105;622;111,84;42,47;159,42;05/11/1987;103,88;89,38;;;
19871106;629;73,73;63,00;70,07;06/11/1987;102,68;90,62;;;
19871107;419;110,68;157,63;105,18;07/11/1987;103,28;93,25;;;
19871108;676;68,60;68,39;81,49;08/11/1987;103,03;89,15;;;
19871109;477;97,22;41,54;127,04;09/11/1987;100,41;91,53;;;
19871110;518;89,53;76,50;127,62;10/11/1987;100,45;90,42;;;
19871111;537;104,87;49,20;153,88;11/11/1987;99,14;93,78;;;
19871112;599;77,42;77,18;64,38;12/11/1987;98,45;88,87;;;
19871113;554;113,61;83,45;139,22;13/11/1987;98,69;94,56;;;
19871114;407;146,50;129,82;162,43;14/11/1987;100,71;99,68;;;
19871115;698;52,20;28,39;63,14;15/11/1987;99,28;97,34;;;
19871116;482;103,09;68,51;125,72;16/11/1987;98,01;98,17;;;
19871117;531;106,05;87,07;114,12;17/11/1987;98,06;100,53;;;
19871118;552;90,02;23,93;139,72;18/11/1987;97,03;98,41;;;
19871119;636;83,34;62,31;95,28;19/11/1987;95,29;99,26;;;
19871120;617;102,01;107,05;80,36;20/11/1987;96,03;97,60;;;
19871121;393;118,00;84,03;126,16;21/11/1987;95,45;93,53;;;
19871122;624;63,70;31,75;79,46;22/11/1987;93,28;95,17;;;
19871123;461;64,67;57,31;71,70;23/11/1987;91,10;89,68;;;
19871124;499;99,58;105,89;99,36;24/11/1987;91,55;88,76;;;
19871125;541;104,09;73,25;122,20;25/11/1987;92,87;90,77;;;
19871126;525;132,50;113,22;136,41;26/11/1987;94,14;97,79;;;
19871127;566;117,05;105,02;126,53;27/11/1987;94,85;99,94;;;
19871128;373;133,21;70,83;177,23;28/11/1987;95,91;102,12;;;
19871129;652;96,53;151,95;59,15;29/11/1987;96,96;106,81;;;
19871130;429;123,55;169,35;102,73;30/11/1987;98,00;115,22;;;
19871201;508;117,37;117,01;119,29;01/12/1987;98,67;117,76;;;
19871202;576;120,77;137,60;114,77;02/12/1987;100,01;120,14;;;
19871203;620;133,57;170,44;133,28;03/12/1987;101,22;120,29;;;
19871204;634;177,65;93,76;243,30;04/12/1987;104,43;128,95;;;
19871205;401;90,87;32,94;123,64;05/12/1987;103,73;122,90;;;
19871206;626;105,83;94,96;114,40;06/12/1987;104,80;124,23;;;
19871207;495;133,84;80,06;178,07;07/12/1987;105,58;125,70;;;
19871208;538;197,03;110,49;266,23;08/12/1987;109,86;137,08;;;
19871209;551;126,25;95,89;139,97;09/12/1987;110,82;137,86;;;
19871210;687;77,15;38,46;120,28;10/12/1987;110,41;129,80;;;
19871211;614;97,11;32,27;143,56;11/12/1987;110,15;118,30;;;
19871212;438;143,70;75,40;176,09;12/12/1987;112,36;125,84;;;
19871213;660;75,29;20,01;116,86;13/12/1987;111,08;121,48;;;
19871214;472;105,27;41,98;151,73;14/12/1987;109,71;117,40;;;
19871215;546;145,61;60,48;191,71;15/12/1987;112,82;110,05;;;
19871216;557;148,68;94,86;207,70;16/12/1987;114,34;113,26;;;
19871217;616;102,17;53,61;125,20;17/12/1987;114,21;116,83;;;
19871218;632;62,90;41,80;78,45;18/12/1987;113,31;111,94;;;
19871219;401;57,83;65,88;54,95;19/12/1987;112,46;99,68;;;
19871220;604;76,78;65,61;72,97;20/12/1987;111,62;99,89;;;
19871221;476;118,31;180,38;81,01;21/12/1987;111,63;101,75;;;
19871222;500;112,63;132,09;88,14;22/12/1987;113,26;97,04;;;
19871223;547;115,06;156,97;70,50;23/12/1987;114,94;92,24;;;
19871224;523;88,67;126,29;73,73;24/12/1987;114,58;90,31;;;
19871225;300;154,59;176,13;110,18;25/12/1987;116,26;103,41;;;
19871226;294;169,01;179,72;149,90;26/12/1987;117,48;119,29;;;
19871227;531;62,38;62,19;72,62;27/12/1987;115,65;117,24;;;
19871228;454;72,96;58,19;72,81;28/12/1987;113,64;110,76;;;
19871229;420;102,53;47,18;144,28;29/12/1987;113,84;109,32;;;
19871230;477;104,17;83,08;127,04;30/12/1987;113,20;107,76;;;
19871231;505;85,27;91,55;65,45;31/12/1987;112,13;107,27;;;
19880101;357;55,67;74,00;46,29;01/01/1988;109,96;93,14;;;
19880102;351;75,50;131,72;31,39;02/01/1988;108,02;79,79;;;
19880103;613;118,88;140,07;98,86;03/01/1988;106,06;87,86;;;
19880104;434;83,96;45,65;126,94;04/01/1988;105,83;89,43;;;
19880105;482;116,83;82,22;125,72;05/01/1988;106,20;91,47;;;
19880106;539;73,75;49,01;81,77;06/01/1988;104,20;87,12;;;
19880107;603;82,40;32,86;118,77;07/01/1988;100,38;86,71;;;
19880108;550;90,34;72,05;110,18;08/01/1988;99,18;91,67;;;
19880109;410;88,87;80,55;94,06;09/01/1988;99,57;93,58;;;
19880110;619;64,22;85,36;53,40;10/01/1988;98,47;85,77;;;
19880111;465;92,61;85,22;82,93;11/01/1988;96,77;87,00;;;
19880112;484;102,66;122,82;102,44;12/01/1988;97,68;84,98;;;
19880113;541;85,72;85,46;81,46;13/01/1988;97,03;86,69;;;
19880114;640;87,99;41,28;111,90;14/01/1988;95,11;87,49;;;
19880115;585;96,26;90,32;94,17;15/01/1988;93,36;88,33;;;
19880116;399;116,23;82,77;124,26;16/01/1988;93,83;92,24;;;
19880117;593;55,86;33,41;65,03;17/01/1988;93,60;91,05;;;
19880118;460;93,62;86,15;83,83;18/01/1988;94,79;91,19;;;
19880119;495;60,23;66,71;44,52;19/01/1988;94,24;85,13;;;
19880120;562;100,20;58,76;117,63;20/01/1988;93,64;87,20;;;
19880121;602;159,58;142,63;183,02;21/01/1988;95,20;97,43;;;
19880122;585;73,61;79,03;56,50;22/01/1988;93,82;94,19;;;
19880123;413;88,23;63,97;106,71;23/01/1988;93,81;90,19;;;
19880124;604;82,27;65,61;100,33;24/01/1988;91,39;93,96;;;
19880125;464;99,95;113,87;83,11;25/01/1988;89,09;94,87;;;
19880126;494;87,17;53,48;111,52;26/01/1988;89,92;98,72;;;
19880127;532;74,72;74,49;62,13;27/01/1988;89,98;95,07;;;
19880128;603;54,93;54,77;45,68;28/01/1988;88,39;80,13;;;
19880129;555;41,78;47,60;49,63;29/01/1988;86,31;75,58;;;
19880130;416;127,41;95,26;145,67;30/01/1988;87,72;81,18;;;
19880131;589;61,86;56,07;56,12;31/01/1988;87,92;78,26;;;
19880201;477;69,45;69,23;69,30;01/02/1988;87,72;73,90;;;
19880202;515;64,32;64,12;64,18;02/02/1988;85,90;70,64;;;
19880203;541;110,21;85,46;122,20;03/02/1988;86,78;75,71;;;
19880204;613;75,65;64,65;80,88;04/02/1988;85,40;78,67;;;
19880205;566;99,49;105,02;77,87;05/02/1988;86,26;86,91;;;
19880206;402;90,64;16,43;137,04;06/02/1988;86,54;81,66;;;
19880207;620;53,43;53,26;44,43;07/02/1988;85,31;80,46;;;
19880208;463;85,85;71,33;107,09;08/02/1988;85,21;82,80;;;
19880209;516;96,30;64,00;106,76;09/02/1988;86,27;87,37;;;
19880210;547;60,56;48,30;70,50;10/02/1988;85,21;80,28;;;
19880211;615;59,25;75,18;53,75;11/02/1988;83,76;77,93;;;
19880212;614;37,77;64,54;26,92;12/02/1988;82,16;69,11;;;
19880213;412;80,40;128,25;40,11;13/02/1988;81,91;67,65;;;
19880214;668;44,63;49,44;32,99;14/02/1988;80,19;66,39;;;
19880215;409;89,09;64,59;107,76;15/02/1988;79,28;66,86;;;
19880216;478;124,74;110,54;126,78;16/02/1988;81,58;70,92;;;
19880217;596;116,72;110,82;110,92;17/02/1988;82,35;78,94;;;
19880218;609;108,79;130,14;72,37;18/02/1988;83,97;86,02;;;
19880219;546;115,27;120,97;110,99;19/02/1988;84,47;97,09;;;
19880220;410;113,11;64,44;147,80;20/02/1988;82,92;101,76;;;
19880221;639;98,50;103,36;94,83;21/02/1988;83,75;109,46;;;
19880222;493;100,79;66,99;111,74;22/02/1988;84,17;111,13;;;
19880223;518;121,50;63,75;159,53;23/02/1988;85,48;110,67;;;
19880224;565;93,81;105,21;87,75;24/02/1988;85,27;107,40;;;
19880225;626;100,54;84,41;96,80;25/02/1988;85,72;106,22;;;
19880226;615;80,79;32,22;107,49;26/02/1988;85,92;101,29;;;
19880227;420;94,64;47,18;131,17;27/02/1988;87,24;98,65;;;
19880228;624;58,39;42,34;61,80;28/02/1988;87,80;92,92;;;
19880229;497;93,31;66,45;110,85;29/02/1988;86,66;91,86;;;
19880301;537;92,53;98,39;92,33;01/03/1988;87,68;87,72;;;
19880302;522;95,19;75,92;116,09;02/03/1988;88,54;87,92;;;
19880303;609;103,35;54,23;126,64;03/03/1988;89,84;88,32;;;
19880304;589;134,98;100,92;149,65;04/03/1988;90,67;96,06;;;
19880305;384;129,40;206,40;57,39;05/03/1988;92,46;101,02;;;
19880306;636;78,13;72,69;95,28;06/03/1988;91,75;103,84;;;
19880307;487;115,63;135,62;101,81;07/03/1988;92,58;107,03;;;
19880308;485;136,60;163,42;90,87;08/03/1988;95,35;113,32;;;
19880309;569;116,43;139,29;106,50;09/03/1988;96,37;116,36;;;
19880310;602;121,06;120,68;109,81;10/03/1988;97,20;118,89;;;
19880311;591;112,10;89,40;130,50;11/03/1988;98,91;115,62;;;
19880312;368;153,03;107,69;164,67;12/03/1988;102,04;119,00;;;
19880313;653;60,87;60,69;59,06;13/03/1988;102,81;116,53;;;
19880314;504;72,30;78,63;87,44;14/03/1988;102,54;110,34;;;
19880315;533;87,01;74,35;93,02;15/03/1988;103,95;103,26;;;
19880316;573;144,53;126,79;134,60;16/03/1988;105,80;107,27;;;
19880317;610;146,62;173,24;126,44;17/03/1988;106,53;110,92;;;
19880318;587;118,51;157,52;93,85;18/03/1988;106,59;111,84;;;
19880319;380;174,35;225,95;159,47;19/03/1988;108,78;114,88;;;
19880320;663;69,95;69,73;74,78;20/03/1988;107,26;116,18;;;
19880321;455;123,77;101,61;121,08;21/03/1988;107,62;123,53;;;
19880322;544;127,87;109,27;131,65;22/03/1988;108,60;129,37;;;
19880323;564;105,72;81,97;146,52;23/03/1988;108,76;123,83;;;
19880324;658;110,75;130,49;92,10;24/03/1988;108,41;118,70;;;
19880325;603;93,39;98,58;73,09;25/03/1988;108,39;115,11;;;
19880326;391;177,91;101,35;225,43;26/03/1988;110,97;115,62;;;
19880327;626;111,12;84,41;123,20;27/03/1988;111,98;121,51;;;
19880328;469;56,50;42,25;58,73;28/03/1988;110,71;111,90;;;
19880329;493;100,79;133,97;55,87;29/03/1988;112,12;108,03;;;
19880330;553;113,81;95,55;109,58;30/03/1988;112,81;109,18;;;
19880331;645;97,58;133,12;68,33;31/03/1988;112,98;107,30;;;
19880401;576;80,51;91,73;66,95;01/04/1988;112,49;105,46;;;
19880402;374;88,57;158,94;58,92;02/04/1988;111,99;92,70;;;
19880403;608;119,86;119,49;108,73;03/04/1988;111,49;93,95;;;
19880404;404;155,79;147,14;136,36;04/04/1988;112,37;108,13;;;
19880405;464;92,81;85,41;94,98;05/04/1988;112,86;106,99;;;
19880406;538;123,14;135,04;92,16;06/04/1988;113,11;108,32;;;
19880407;571;150,83;127,24;164,02;07/04/1988;113,58;115,93;;;
19880408;548;96,72;96,42;90,48;08/04/1988;112,93;118,25;;;
19880409;393;101,15;117,64;84,11;09/04/1988;112,26;120,04;;;
19880410;666;94,50;119,00;66,17;10/04/1988;111,68;116,42;;;
19880411;441;127,70;134,79;112,43;11/04/1988;110,83;112,41;;;
19880412;505;150,87;183,10;130,91;12/04/1988;113,83;120,70;;;
19880413;527;69,14;87,73;62,72;13/04/1988;113,73;112,99;;;
19880414;602;143,07;197,48;109,81;14/04/1988;115,59;111,88;;;
19880415;598;88,63;77,31;110,55;15/04/1988;113,73;110,72;;;
19880416;437;166,77;105,80;189,10;16/04/1988;114,40;120,10;;;
19880417;679;78,06;116,73;40,57;17/04/1988;113,05;117,75;;;
19880418;475;167,37;208,57;150,77;18/04/1988;112,82;123,42;;;
19880419;520;229,33;292,13;211,88;19/04/1988;118,14;134,62;;;
19880420;525;151,43;176,13;146,91;20/04/1988;119,06;146,38;;;
19880421;643;82,43;102,72;85,68;21/04/1988;117,54;137,72;;;
19880422;601;93,70;76,93;100,83;22/04/1988;117,14;138,44;;;
19880423;392;118,31;117,94;112,43;23/04/1988;117,39;131,52;;;
19880424;643;77,28;92,45;85,68;24/04/1988;116,86;131,41;;;
19880425;468;99,09;84,68;105,94;25/04/1988;114,23;121,65;;;
19880426;504;124,88;104,84;120,24;26/04/1988;114,69;106,73;;;
19880427;543;115,91;48,65;162,33;27/04/1988;116,67;101,66;;;
19880428;632;89,10;83,60;78,45;28/04/1988;116,28;102,61;;;
19880429;602;187,09;186,51;173,87;29/04/1988;118,72;115,95;;;
19880430;421;149,50;156,88;143,94;30/04/1988;120,45;120,41;;;
19880501;634;125,40;114,59;121,65;01/05/1988;121,95;127,28;;;
19880502;456;94,44;101,39;96,65;02/05/1988;122,14;126,62;;;
19880503;516;121,97;166,40;85,41;03/05/1988;122,21;126,20;;;
19880504;545;91,17;109,07;90,97;04/05/1988;120,06;122,67;;;
19880505;641;118,86;133,95;103,13;05/05/1988;120,93;126,92;;;
19880506;544;97,43;72,85;111,40;06/05/1988;120,07;114,11;;;
19880507;409;89,09;64,59;94,29;07/05/1988;118,01;105,48;;;
19880508;630;68,35;62,90;87,44;08/05/1988;117,07;97,33;;;
19880509;444;67,15;89,25;37,22;09/05/1988;115,93;93,43;;;
19880510;512;103,52;103,20;86,08;10/05/1988;116,23;90,80;;;
19880511;577;91,86;68,68;105,02;11/05/1988;115,04;90,89;;;
19880512;615;118,50;96,65;143,32;12/05/1988;113,96;90,84;;;
19880513;568;104,98;81,40;126,09;13/05/1988;115,15;91,92;;;
19880514;419;150,21;94,58;184,07;14/05/1988;115,39;100,65;;;
19880515;665;99,63;119,18;82,84;15/05/1988;115,76;105,12;;;
19880516;457;173,96;202,33;132,60;16/05/1988;116,00;120,38;;;
19880517;524;151,72;176,46;105,13;17/05/1988;118,45;127,26;;;
19880518;536;117,42;110,90;113,06;18/05/1988;116,79;130,92;;;
19880519;652;132,10;182,34;92,94;19/05/1988;113,55;132,86;;;
19880520;590;72,99;78,36;74,70;20/05/1988;110,93;128,29;;;
19880521;439;105,64;30,09;175,69;21/05/1988;111,71;121,92;;;
19880522;632;57,66;62,70;43,58;22/05/1988;110,51;115,93;;;
19880523;474;118,81;83,60;127,85;23/05/1988;110,52;108,05;;;
19880524;503;98,78;78,78;98,57;24/05/1988;111,24;100,48;;;
19880525;537;154,22;135,29;174,40;25/05/1988;113,08;105,74;;;
19880526;638;109,03;113,87;120,89;26/05/1988;112,55;102,45;;;
19880527;584;124,79;67,86;150,93;27/05/1988;112,85;109,85;;;
19880528;395;150,95;83,60;195,26;28/05/1988;114,91;116,32;;;
19880529;606;76,53;43,60;90,91;29/05/1988;111,22;119,02;;;
19880530;383;69,19;68,98;57,54;30/05/1988;108,54;111,93;;;
19880531;475;90,66;97,33;81,19;31/05/1988;107,39;110,77;;;
